Student_ID,Attendance,Assignment,Quiz,Midterm,Final,Previous_GPA,Average_Score,Risk_Level
1206,47,69,78,50,34,2.94,48.0,High
1207,79,39,98,56,61,3.69,62.8,Medium
1208,88,81,25,64,30,3.22,50.6,Medium
1209,83,90,71,27,92,3.22,69.3,Low
1210,58,93,98,59,30,2.59,54.6,High
1211,81,34,40,24,85,3.67,56.7,Medium
1212,80,82,90,47,46,2.33,57.7,Medium
1213,76,84,51,28,77,2.11,60.3,Medium
1214,45,66,72,21,91,2.38,61.0,High
1215,91,85,78,82,40,2.54,66.0,Low
1216,65,88,88,70,40,2.56,61.1,Medium
1217,73,98,81,50,91,3.34,76.6,Low
1218,98,88,23,26,20,2.44,36.7,High
1219,95,31,37,49,77,3.35,61.8,Medium
1220,98,94,75,77,32,2.18,62.6,Medium
1221,84,89,43,22,92,2.29,65.0,Medium
1222,45,80,85,70,25,3.02,52.0,High
1223,76,59,32,75,77,3.84,70.0,Low
1224,96,40,81,92,36,3.72,63.7,Medium
1225,72,68,73,29,92,3.94,66.8,Low
1226,92,92,34,80,31,3.3,58.2,Medium
1227,61,93,88,69,71,3.35,73.3,Low
1228,60,90,22,66,95,3.25,75.0,Low
1229,45,83,56,20,89,3.25,60.0,High
1230,45,87,56,76,92,2.29,78.4,High
1231,94,85,22,57,71,3.09,65.6,Low
1232,87,63,82,81,56,2.77,69.9,Low
1233,43,60,54,98,22,2.89,53.9,High
1234,69,81,71,89,27,3.05,59.6,Medium
1235,50,30,47,84,29,2.26,49.5,High
1236,69,84,37,81,66,2.72,69.7,Low
1237,70,51,55,75,60,2.13,64.1,Medium
1238,63,69,52,86,83,3.96,77.4,Low
1239,94,30,83,36,61,2.24,55.9,Medium
1240,48,94,45,27,62,2.52,51.6,High
1241,94,92,67,79,28,3.78,60.2,Medium
1242,42,83,59,59,33,2.97,49.3,High
1243,90,71,36,81,23,2.27,53.2,Medium
1244,70,50,59,60,21,2.77,44.3,High
1245,79,51,26,31,20,2.23,32.9,High
1246,76,67,76,73,94,2.4,81.4,Medium
1247,75,37,27,30,84,2.1,56.5,Medium
1248,63,91,75,79,65,2.88,72.6,Low
1249,70,76,50,87,78,3.61,76.9,Low
1250,45,46,78,97,94,3.17,83.6,High
1251,41,46,77,65,26,3.21,46.3,High
1252,59,42,31,57,85,2.4,64.3,High
1253,67,46,67,80,34,2.69,55.6,Medium
1254,50,67,50,36,91,3.69,63.9,High
1255,43,74,82,85,66,2.18,71.8,High
1256,54,35,93,91,59,3.72,69.1,High
1257,45,64,58,55,61,2.97,57.6,High
1258,93,43,95,93,70,3.67,79.0,Low
1259,88,90,39,26,54,2.64,51.1,Medium
1260,69,44,67,35,60,2.68,52.5,Medium
1261,95,83,90,33,76,3.5,67.1,Low
1262,77,56,73,99,57,3.57,73.1,Low
1263,90,42,97,44,91,2.46,72.5,Medium
1264,96,60,94,23,27,3.95,42.7,High
1265,41,64,90,48,93,2.17,71.1,High
1266,54,89,48,75,82,2.14,74.4,High
1267,50,35,93,25,23,3.19,34.5,High
1268,47,98,92,20,67,3.45,56.5,High
1269,65,87,67,58,71,3.92,67.7,Low
1270,90,78,93,20,57,2.81,54.9,Medium
1271,84,52,75,82,24,2.05,55.3,Medium
1272,83,63,36,76,89,3.21,76.6,Low
1273,44,55,28,86,43,2.58,55.7,High
1274,45,76,53,84,96,2.87,81.0,High
1275,65,34,64,84,36,2.98,55.9,Medium
1276,93,49,28,40,97,2.13,67.8,Medium
1277,43,35,26,49,45,2.97,43.1,High
1278,58,99,35,52,22,2.85,43.6,High
1279,59,88,38,67,21,3.43,47.0,High
1280,72,93,25,41,21,3.29,39.7,High
1281,59,47,30,73,41,2.37,51.9,High
1282,88,33,95,23,90,2.41,64.5,Medium
1283,51,46,80,74,23,2.5,49.1,High
1284,86,43,61,63,57,2.36,60.7,Medium
1285,40,42,32,31,89,3.31,56.3,High
1286,65,36,31,98,92,3.99,79.4,Low
1287,53,73,93,93,71,3.3,78.2,High
1288,77,44,39,71,50,3.21,57.3,Medium
1289,76,48,69,95,45,2.82,65.8,Low
1290,50,92,55,84,55,2.63,66.9,High
1291,75,64,88,84,45,3.82,65.9,Low
1292,52,64,56,29,47,3.94,44.7,High
1293,82,48,31,37,24,2.99,36.8,High
1294,42,49,59,66,93,2.58,72.0,High
1295,72,64,73,85,37,3.54,61.2,Medium
1296,45,61,21,68,34,2.26,46.7,High
1297,89,77,69,91,76,3.53,81.2,Low
1298,95,73,60,41,24,3.64,44.7,High
1299,49,53,64,45,56,2.25,52.5,High
1300,44,90,28,28,41,3.95,41.0,High
1301,62,46,81,40,71,3.97,59.3,Medium
1302,49,79,66,82,34,3.87,57.6,High
1303,83,94,24,25,36,2.99,42.0,High
1304,41,61,95,33,70,2.49,57.6,High
1305,52,65,20,52,64,3.16,54.9,High
1306,79,42,63,90,82,2.84,78.2,Low
1307,41,99,41,43,47,2.41,49.8,High
1308,59,87,57,92,78,2.85,79.1,High
1309,40,43,38,94,40,3.33,56.3,High
1310,76,66,99,70,61,2.14,69.5,Medium
1311,48,97,50,21,88,2.67,61.0,High
1312,56,69,86,34,36,2.04,45.7,High
1313,48,88,61,54,87,3.5,70.7,High
1314,50,45,45,55,26,3.28,40.9,High
1315,54,91,32,58,59,2.13,58.7,High
1316,63,33,77,23,59,3.93,47.8,High
1317,77,74,37,83,62,2.05,68.5,Medium
1318,94,57,86,93,92,3.18,88.4,Low
1319,74,95,22,25,70,3.55,54.6,Medium
1320,69,60,74,76,92,3.58,79.9,Low
1321,70,32,77,49,42,2.07,49.4,High
1322,88,37,82,93,51,3.81,69.0,Low
1323,44,53,71,86,50,3.84,62.6,High
1324,99,44,43,34,36,3.12,43.2,High
1325,83,72,91,36,77,2.96,66.2,Low
1326,89,60,28,37,54,2.09,50.4,Medium
1327,53,74,56,38,49,3.12,49.3,High
1328,92,95,72,95,83,2.82,87.6,Low
1329,95,37,99,88,72,3.55,78.3,Low
1330,50,86,43,43,70,2.81,58.8,High
1331,48,59,40,67,56,3.37,57.2,High
1332,73,47,59,49,25,2.2,42.6,High
1333,51,98,81,34,53,2.27,54.4,High
1334,74,68,89,66,75,2.28,72.9,Medium
1335,74,89,88,63,44,2.09,61.6,Medium
1336,40,72,33,46,32,3.08,41.1,High
1337,79,74,61,83,82,3.59,79.1,Low
1338,61,52,69,60,85,3.22,70.2,Low
1339,99,98,80,87,24,3.15,63.4,Medium
1340,68,35,23,24,94,3.36,57.4,Medium
1341,47,85,91,72,30,2.68,55.9,High
1342,50,33,94,27,97,2.72,64.6,High
1343,80,52,36,41,63,2.63,54.3,Medium
1344,76,35,76,26,88,3.42,61.7,Medium
1345,53,61,67,41,21,2.32,38.8,High
1346,99,47,63,65,59,2.03,64.0,Medium
1347,69,44,64,49,56,3.19,54.8,Medium
1348,74,69,99,35,68,3.88,61.9,Medium
1349,60,35,52,98,94,3.22,81.7,Low
1350,76,92,50,24,55,3.57,51.0,Medium
1351,44,96,66,86,94,3.35,84.0,High
1352,58,40,25,42,92,2.99,61.7,High
1353,98,72,91,80,89,3.44,85.7,Low
1354,53,46,90,93,53,3.65,68.0,High
1355,65,33,53,24,77,2.45,53.1,Medium
1356,43,92,72,42,56,2.67,55.7,High
1357,64,97,33,98,79,2.45,80.4,Medium
1358,84,70,35,44,31,2.9,44.5,High
1359,81,34,62,27,51,3.77,46.2,High
1360,64,61,92,40,23,2.69,42.9,High
1361,57,99,93,21,52,2.75,52.0,High
1362,79,64,31,41,62,3.72,54.5,Medium
1363,47,51,89,91,28,3.03,57.2,High
1364,78,94,38,91,70,3.07,76.3,Low
1365,79,51,60,87,39,3.72,60.7,Medium
1366,53,40,72,83,58,2.98,64.6,High
1367,71,32,48,38,42,3.36,43.3,High
1368,90,38,89,72,60,2.17,67.3,Medium
1369,77,89,78,71,63,2.36,70.9,Medium
1370,72,43,83,66,54,2.81,61.2,Medium
1371,62,47,43,73,42,2.99,53.9,Medium
1372,54,52,35,63,77,3.93,63.8,High
1373,72,76,71,26,67,3.94,56.5,Medium
1374,64,98,99,20,77,3.7,62.9,Medium
1375,56,76,25,82,76,2.63,70.7,High
1376,72,59,56,58,58,3.93,59.3,Medium
1377,86,54,23,38,47,3.38,46.5,High
1378,94,57,57,50,83,2.79,69.0,Low
1379,41,54,60,96,81,3.4,76.7,High
1380,53,87,33,43,81,2.03,62.6,High
1381,92,70,90,88,45,2.29,69.6,Medium
1382,79,54,70,84,70,3.66,73.5,Low
1383,79,77,84,52,69,3.29,67.2,Low
1384,90,39,71,78,55,2.73,65.4,Low
1385,78,40,49,52,45,3.0,50.3,Medium
1386,90,50,76,51,52,3.81,57.7,Medium
1387,45,74,98,78,87,3.26,79.9,High
1388,45,36,49,60,92,2.8,67.8,High
1389,42,93,61,31,27,2.24,39.7,High
1390,46,93,30,92,85,2.59,78.5,High
1391,90,31,46,30,42,3.96,42.5,High
1392,47,71,43,38,89,2.87,63.1,High
1393,81,83,58,73,74,2.94,73.7,Low
1394,91,45,91,76,62,3.0,70.3,Low
1395,54,47,37,61,40,3.77,48.1,High
1396,86,88,96,90,41,3.21,70.4,Low
1397,68,45,64,50,28,3.39,43.9,High
1398,72,35,31,71,53,2.78,56.3,Medium
1399,91,86,68,21,78,2.06,62.0,Medium
1400,69,76,50,57,45,3.86,54.6,Medium
1401,78,77,41,51,20,3.9,42.9,High
1402,66,71,63,29,24,3.9,38.3,High
1403,75,89,83,27,60,3.89,56.8,Medium
1404,68,33,96,94,82,3.63,80.7,Low
1405,77,31,44,39,41,3.37,43.3,High
1406,96,88,70,39,87,3.69,71.9,Low
1407,72,56,26,28,67,3.2,50.6,Medium
1408,76,56,25,91,85,2.27,77.0,Medium
1409,66,36,43,34,35,2.78,38.7,High
1410,94,92,38,82,99,3.94,86.6,Low
1411,72,75,28,40,72,2.7,58.3,Medium
1412,43,92,55,24,84,3.74,59.8,High
1413,61,41,59,54,98,2.19,71.5,Medium
1414,41,42,43,87,83,2.67,71.9,High
1415,49,72,67,67,87,2.7,73.7,High
1416,44,46,82,99,82,2.1,79.7,High
1417,98,92,88,81,81,2.24,84.5,Medium
1418,49,65,72,54,90,2.39,70.8,High
1419,72,37,73,89,64,3.68,70.5,Low
1420,93,98,61,40,71,2.13,65.6,Medium
1421,77,65,64,99,93,2.6,87.5,Low
1422,52,57,33,58,84,2.02,65.2,High
1423,70,76,48,53,21,3.39,43.7,High
1424,86,59,25,34,68,3.24,54.4,Medium
1425,75,52,26,25,41,3.29,39.2,High
1426,84,45,56,85,48,2.75,63.2,Medium
1427,63,43,72,75,54,2.42,61.9,Medium
1428,91,81,37,68,95,3.44,79.3,Low
1429,95,66,57,20,43,3.62,45.0,High
1430,54,58,78,84,49,2.28,63.8,High
1431,68,96,20,47,61,2.97,56.9,Medium
1432,47,44,87,39,90,2.5,65.5,High
1433,44,76,63,67,69,2.34,66.0,High
1434,68,75,66,91,90,3.47,84.2,Low
1435,86,81,54,84,79,3.08,78.9,Low
1436,43,48,79,70,49,2.43,57.6,High
1437,51,50,71,62,31,2.62,48.2,High
1438,84,93,27,68,68,3.93,68.0,Low
1439,41,66,99,44,65,3.7,59.8,High
1440,66,56,60,93,62,3.76,70.9,Low
1441,70,84,22,95,21,2.92,54.5,Medium
1442,90,58,88,60,94,3.25,79.2,Low
1443,90,49,33,90,99,2.75,83.8,Low
1444,75,54,45,83,73,2.16,71.5,Medium
1445,75,99,89,80,54,2.8,71.9,Low
1446,65,92,77,31,71,3.19,61.1,Medium
1447,82,65,59,88,52,2.57,67.8,Low
1448,66,31,70,33,91,3.7,63.0,Medium
1449,44,51,24,53,70,2.3,55.8,High
1450,59,45,96,67,45,2.73,58.1,High
1451,50,47,51,80,81,2.25,71.2,High
1452,49,98,99,54,80,2.81,72.8,High
1453,79,83,20,84,45,2.08,61.4,Medium
1454,77,59,96,78,56,2.55,69.0,Low
1455,45,74,73,55,49,2.8,55.3,High
1456,47,48,30,98,30,2.96,53.9,High
1457,62,63,72,38,72,3.09,59.9,Medium
1458,86,42,27,61,60,2.55,57.8,Medium
1459,65,72,44,88,24,3.05,54.1,Medium
1460,85,91,59,38,85,3.02,68.9,Low
1461,82,51,51,58,32,2.63,48.6,High
1462,51,81,47,88,82,3.66,77.1,High
1463,65,81,97,71,44,3.09,63.2,Medium
1464,52,65,22,31,63,2.66,48.4,High
1465,79,48,98,66,33,3.89,55.5,Medium
1466,57,67,81,95,88,3.69,84.2,High
1467,64,99,46,55,78,3.97,68.6,Low
1468,72,86,64,82,75,3.38,76.8,Low
1469,86,49,44,95,71,2.76,74.8,Low
1470,79,38,80,70,85,2.56,74.7,Low
1471,99,61,63,62,87,3.33,75.7,Low
1472,82,33,65,53,31,3.96,46.3,High
1473,51,79,33,68,94,3.25,74.3,High
1474,83,34,27,37,87,3.76,60.3,Medium
1475,75,49,67,80,62,2.66,67.9,Low
1476,87,66,33,76,92,2.81,78.2,Low
1477,43,51,84,24,93,3.81,62.2,High
1478,44,87,99,43,25,3.51,45.9,High
1479,95,97,26,83,34,3.96,60.3,Medium
1480,76,73,98,78,61,3.55,72.5,Low
1481,47,63,68,57,50,2.9,54.9,High
1482,81,71,74,52,72,3.06,67.0,Low
1483,88,38,32,29,25,3.8,34.5,High
1484,67,36,92,56,52,3.1,57.1,Medium
1485,70,97,75,30,48,2.51,52.4,Medium
1486,97,48,75,43,40,2.87,50.9,Medium
1487,48,60,34,90,73,3.03,70.4,High
1488,93,64,76,40,75,2.19,65.3,Medium
1489,90,86,77,39,40,3.49,53.0,Medium
1490,68,90,54,29,74,2.22,59.5,Medium
1491,53,60,35,66,77,2.81,65.4,High
1492,79,82,27,66,83,3.61,71.8,Low
1493,80,61,64,34,65,2.94,56.7,Medium
1494,61,95,59,63,41,3.68,56.8,Medium
1495,50,88,73,81,79,2.68,77.0,High
1496,62,39,33,25,30,3.92,32.9,High
1497,40,31,78,85,66,2.42,66.8,High
1498,85,95,72,95,50,2.08,73.7,Medium
1499,76,89,46,23,96,3.74,66.4,Low
1500,60,46,66,42,37,3.5,44.6,High
1501,65,45,99,32,41,2.46,46.9,High
1502,85,45,25,50,75,3.97,60.5,Medium
1503,75,75,74,35,36,3.0,47.3,High
1504,93,68,63,60,57,3.9,63.2,Medium
1505,62,60,37,20,44,3.01,39.5,High
1506,96,30,35,31,51,2.94,45.8,High
1507,40,40,31,75,34,2.9,47.2,High
1508,93,33,39,69,32,2.67,50.0,Medium
1509,94,55,64,39,77,3.07,63.8,Medium
1510,90,79,83,85,69,2.91,78.3,Low
1511,79,41,78,55,30,2.07,48.3,High
1512,54,94,41,98,32,2.52,61.1,High
1513,60,76,66,57,69,2.43,64.9,Medium
1514,86,82,48,41,57,3.73,56.7,Medium
1515,48,31,64,80,20,3.2,46.3,High
1516,92,53,96,69,58,3.53,68.0,Low
1517,48,33,28,78,46,3.91,52.7,High
1518,49,48,43,39,55,3.29,47.7,High
1519,91,55,34,55,51,3.97,54.9,Medium
1520,96,69,55,34,60,2.62,56.2,Medium
1521,92,79,32,81,34,2.37,58.2,Medium
1522,65,72,63,22,50,2.81,46.6,High
1523,80,96,90,24,25,2.94,43.8,High
1524,74,41,91,75,71,3.79,71.5,Low
1525,91,96,97,50,41,3.12,59.8,Medium
1526,64,56,95,54,50,2.58,57.7,Medium
1527,65,83,55,90,92,3.49,84.1,Low
1528,50,95,80,89,65,3.01,75.2,High
1529,77,78,59,45,86,2.32,69.3,Medium
1530,41,45,46,20,62,3.15,44.0,High
1531,46,31,20,26,20,3.82,25.5,High
1532,57,89,53,55,63,3.69,61.6,High
1533,66,83,87,95,76,3.17,82.5,Low
1534,73,59,40,44,28,2.75,41.6,High
1535,66,67,52,78,24,2.17,51.5,Medium
1536,56,57,26,80,98,2.94,77.1,High
1537,82,54,84,48,28,3.5,47.6,High
1538,98,39,22,37,64,2.72,52.6,Medium
1539,83,89,70,60,96,2.47,80.6,Medium
1540,98,71,98,38,43,3.86,55.3,Medium
1541,90,69,73,23,93,3.64,67.3,Low
1542,93,71,99,84,61,3.28,75.9,Low
1543,63,76,93,60,41,2.27,57.6,Medium
1544,64,66,78,34,79,2.29,62.6,Medium
1545,46,51,25,73,56,2.21,56.5,High
1546,91,86,48,83,58,3.23,70.6,Low
1547,45,56,36,91,93,2.23,78.2,High
1548,92,70,79,34,93,3.69,71.5,Low
1549,63,63,41,98,72,3.99,74.9,Low
1550,72,61,43,69,47,2.73,57.1,Medium
1551,88,95,70,41,96,2.91,76.0,Low
1552,68,41,69,37,34,3.42,42.5,High
1553,82,69,30,99,79,3.87,79.4,Low
1554,61,39,75,21,79,3.79,55.4,Medium
1555,65,77,90,55,25,2.12,49.7,High
1556,67,49,61,39,71,2.34,57.8,Medium
1557,89,68,58,35,31,3.51,44.4,High
1558,60,89,88,86,38,3.38,64.7,Medium
1559,88,95,67,49,94,2.27,77.3,Medium
1560,46,94,76,74,21,3.0,52.2,High
1561,56,80,40,85,74,3.56,72.7,High
1562,59,65,39,45,34,2.44,43.4,High
1563,80,53,34,76,83,3.74,72.7,Low
1564,88,56,88,88,88,2.11,84.8,Medium
1565,59,31,96,21,34,3.56,38.5,High
1566,93,60,70,75,62,3.23,69.6,Low
1567,61,86,95,81,93,2.63,85.7,Low
1568,67,95,81,53,36,3.44,54.6,Medium
1569,79,58,56,75,43,3.56,59.0,Medium
1570,88,44,25,74,93,3.87,75.1,Low
1571,46,41,90,39,49,2.74,49.0,High
1572,40,57,45,69,86,3.37,69.3,High
1573,71,53,27,44,70,3.21,56.3,Medium
1574,52,50,92,44,79,3.05,64.2,High
1575,69,39,23,72,22,3.78,43.5,High
1576,62,47,40,33,24,2.01,34.4,High
1577,90,43,50,79,47,2.56,60.8,Medium
1578,98,63,40,62,97,3.08,77.5,Low
1579,95,87,44,81,30,2.36,58.9,Medium
1580,58,51,34,95,91,3.82,79.2,High
1581,71,99,54,88,91,3.3,85.2,Low
1582,69,65,68,82,95,2.96,82.8,Low
1583,68,74,62,21,34,3.63,40.3,High
1584,88,65,60,73,67,2.9,70.0,Low
1585,84,51,56,35,65,3.12,55.6,Medium
1586,68,90,76,74,47,2.01,64.4,Medium
1587,69,85,61,62,26,2.73,50.5,Medium
1588,55,62,66,80,90,2.28,78.3,High
1589,79,74,80,57,25,3.38,50.4,Medium
1590,58,65,33,64,77,2.96,65.6,High
1591,57,49,87,70,87,2.6,75.1,High
1592,40,47,72,61,74,2.94,63.8,High
1593,53,67,53,43,86,2.42,64.6,High
1594,90,96,95,49,68,3.85,70.0,Low
1595,86,52,43,56,70,2.11,62.9,Medium
1596,89,45,39,72,78,3.73,70.1,Low
1597,41,88,88,82,25,3.02,56.3,High
1598,93,98,49,30,70,3.24,61.0,Medium
1599,67,97,26,97,57,2.61,70.9,Low
1600,88,50,55,42,30,3.93,43.9,High
1601,89,99,57,99,71,2.56,82.6,Low
1602,69,41,99,69,39,3.18,57.2,Medium
1603,77,45,71,74,29,3.99,53.1,Medium
1604,90,43,34,74,45,3.76,56.9,Medium
1605,43,90,65,23,67,3.07,53.5,High
1606,40,75,42,73,33,3.98,50.8,High
1607,47,61,31,80,78,3.4,69.1,High
1608,68,44,63,97,31,2.42,59.0,Medium
1609,94,73,34,24,42,2.81,44.1,High
1610,78,46,68,37,91,2.67,66.7,Low
1611,42,70,40,63,58,2.69,57.3,High
1612,71,83,34,50,28,3.52,45.0,High
1613,49,73,33,40,44,3.17,45.1,High
1614,49,34,61,66,36,2.08,48.6,High
1615,58,56,99,49,61,3.75,60.4,High
1616,85,72,34,74,48,2.59,60.5,Medium
1617,73,60,82,87,79,3.99,79.2,Low
1618,99,46,87,88,86,3.91,84.0,Low
1619,72,83,46,60,76,3.88,68.5,Low
1620,62,91,72,64,91,3.62,78.1,Low
1621,94,61,71,93,33,2.44,63.7,Medium
1622,67,69,82,99,58,3.07,74.7,Low
1623,71,42,92,49,35,2.45,49.2,High
1624,89,64,72,96,37,2.52,66.1,Low
1625,46,34,76,64,94,3.22,72.4,High
1626,68,58,71,64,39,2.08,54.5,Medium
1627,47,99,62,98,65,3.94,76.2,High
1628,40,54,26,64,64,3.84,56.8,High
1629,96,51,61,74,23,2.76,52.2,Medium
1630,94,95,23,78,39,3.03,60.2,Medium
1631,42,74,88,24,30,2.93,39.6,High
1632,63,98,24,51,84,3.76,67.4,Low
1633,62,30,94,25,37,3.38,40.9,High
1634,98,73,99,45,58,2.56,63.7,Medium
1635,47,68,60,56,63,2.89,59.5,High
1636,93,83,23,32,37,2.86,44.3,High
1637,96,58,21,88,66,3.92,70.3,Low
1638,86,83,86,44,50,2.35,58.7,Medium
1639,76,45,40,32,58,2.18,48.9,High
1640,42,49,89,39,57,3.76,52.5,High
1641,90,75,62,91,98,3.79,89.2,Low
1642,72,96,88,79,66,3.74,75.7,Low
1643,67,94,28,92,89,3.02,82.1,Low
1644,86,87,47,40,27,3.32,44.8,High
1645,47,82,45,80,84,3.13,75.0,High
1646,73,30,22,98,32,2.14,54.7,Medium
1647,74,95,92,45,74,3.19,69.2,Low
1648,71,58,68,73,62,2.03,66.4,Medium
1649,63,99,36,61,23,2.65,47.3,High
1650,53,37,82,30,90,3.86,62.2,High
1651,71,58,74,56,79,2.61,68.7,Low
1652,95,80,42,30,31,3.88,43.1,High
1653,85,62,53,46,78,2.5,65.0,Medium
1654,82,32,88,53,96,2.63,74.5,Low
1655,55,89,34,57,73,3.26,64.1,High
1656,43,64,66,80,63,3.52,66.5,High
1657,91,98,22,72,35,3.0,56.7,Medium
1658,76,49,47,84,25,3.76,52.4,Medium
1659,93,68,22,22,33,2.08,38.1,High
1660,60,33,23,86,77,3.84,68.2,Low
1661,53,48,50,47,50,2.39,49.2,High
1662,70,74,64,33,60,3.77,54.7,Medium
1663,94,72,78,71,54,2.8,67.3,Low
1664,87,42,64,49,29,3.67,45.6,High
1665,57,42,94,77,49,3.34,62.0,High
1666,46,89,56,73,63,2.35,66.2,High
1667,49,86,84,88,74,3.84,77.9,High
1668,46,81,28,34,90,2.49,61.7,High
1669,72,82,36,57,37,2.49,50.9,Medium
1670,62,72,84,97,98,3.63,90.1,Low
1671,60,71,22,33,58,2.21,48.4,High
1672,58,55,45,76,61,2.44,63.0,High
1673,87,52,72,78,73,3.01,73.7,Low
1674,58,72,50,27,49,3.66,45.7,High
1675,75,57,45,91,39,2.29,60.6,Medium
1676,68,38,42,38,61,3.1,50.6,Medium
1677,99,49,49,51,24,3.42,44.6,High
1678,57,85,29,48,69,3.72,59.1,High
1679,41,68,91,60,60,3.87,62.0,High
1680,40,80,83,94,58,3.57,71.7,High
1681,86,41,41,64,76,3.31,66.4,Low
1682,44,84,34,32,76,2.87,56.2,High
1683,59,40,75,46,56,2.22,53.6,High
1684,50,55,93,38,26,3.42,41.6,High
1685,81,71,39,45,24,3.99,42.2,High
1686,41,56,66,72,98,3.47,77.1,High
1687,42,40,72,70,70,2.03,64.4,High
1688,62,67,72,56,27,2.99,47.7,High
1689,94,72,20,28,75,3.23,57.0,Medium
1690,51,48,21,71,92,3.38,70.1,High
1691,59,93,77,73,30,3.44,56.8,High
1692,44,35,38,22,41,3.12,34.7,High
1693,76,75,81,88,96,2.45,88.0,Medium
1694,77,71,97,27,30,3.88,44.6,High
1695,69,94,91,33,79,3.39,66.9,Low
1696,48,88,31,22,34,2.47,36.9,High
1697,73,81,45,43,57,2.64,55.6,Medium
1698,92,76,46,32,20,3.84,39.0,High
1699,83,36,48,62,65,3.77,61.3,Medium
1700,74,40,34,48,62,2.81,54.0,Medium
1701,91,90,65,91,41,2.08,68.3,Medium
1702,97,97,20,70,22,2.1,51.2,Medium
1703,61,54,79,61,33,2.57,50.9,Medium
1704,83,41,76,50,21,3.26,43.4,High
1705,63,55,22,82,80,3.17,70.6,Low
1706,56,41,37,45,51,3.27,47.3,High
1707,49,72,71,37,57,3.43,53.1,High
1708,69,80,79,76,65,2.04,71.6,Medium
1709,95,66,53,26,61,2.21,53.6,Medium
1710,98,75,79,67,25,2.72,55.3,Medium
1711,85,82,45,99,60,2.31,74.9,Medium
1712,62,42,91,79,44,2.15,60.8,Medium
1713,71,83,38,52,30,3.28,46.8,High
1714,56,86,41,22,60,3.63,48.9,High
1715,89,33,52,23,90,3.51,60.3,Medium
1716,90,78,57,23,76,3.63,59.8,Medium
1717,56,36,54,61,65,3.33,58.9,High
1718,53,40,86,28,67,3.47,53.1,High
1719,48,83,29,70,82,2.54,69.8,High
1720,79,74,34,36,58,3.99,52.7,Medium
1721,41,52,30,36,29,2.37,34.7,High
1722,84,57,43,39,89,2.43,65.7,Medium
1723,64,86,96,33,84,2.58,68.1,Low
1724,78,55,23,41,78,3.95,59.1,Medium
1725,48,54,32,71,97,3.98,73.5,High
1726,93,83,92,46,55,3.59,62.6,Medium
1727,61,58,76,62,46,3.26,56.5,Medium
1728,82,65,56,22,92,3.04,63.7,Medium
1729,85,43,67,27,74,3.94,57.2,Medium
1730,43,64,90,29,89,3.39,64.0,High
1731,65,59,20,48,72,3.89,57.6,Medium
1732,97,46,79,59,79,2.63,71.5,Low
1733,68,96,31,84,80,2.67,76.7,Low
1734,84,59,40,40,55,3.71,52.3,Medium
1735,73,74,30,43,46,2.3,49.0,High
1736,62,80,63,92,60,3.89,72.1,Low
1737,76,76,77,79,47,3.01,65.4,Low
1738,50,82,63,45,35,3.85,47.0,High
1739,45,93,97,28,54,2.67,53.5,High
1740,57,67,53,39,55,3.43,51.4,High
1741,60,93,44,75,75,2.97,72.2,Low
1742,81,36,23,55,38,3.25,45.7,High
1743,75,51,83,55,76,3.01,67.8,Low
1744,80,70,35,92,52,3.93,66.9,Low
1745,77,39,29,41,42,3.38,43.6,High
1746,73,86,85,20,82,2.5,63.2,Medium
1747,56,36,54,88,89,3.82,76.6,High
1748,76,79,25,92,41,2.59,62.0,Medium
1749,64,81,38,56,86,2.74,69.5,Low
1750,77,62,78,91,99,2.2,88.6,Medium
1751,97,30,72,32,78,3.8,60.7,Medium
1752,51,82,27,62,44,2.57,52.2,High
1753,62,89,97,56,36,2.52,56.0,Medium
1754,92,63,29,93,58,3.84,69.5,Low
1755,81,33,86,44,96,3.61,71.6,Low
1756,61,46,57,40,94,2.28,66.0,Medium
1757,60,33,48,60,93,3.54,69.3,Low
1758,66,72,34,92,58,3.83,68.0,Low
1759,96,33,42,61,43,2.16,52.6,Medium
1760,70,30,65,61,57,3.65,57.6,Medium
1761,45,79,47,21,76,3.09,53.8,High
1762,66,90,45,87,63,3.34,71.4,Low
1763,79,64,29,27,55,2.99,47.3,High
1764,73,37,66,80,89,3.4,77.2,Low
1765,51,53,23,33,99,2.07,62.2,High
1766,84,65,74,96,64,3.53,76.7,Low
1767,96,79,85,40,45,2.07,56.0,Medium
1768,92,72,86,43,30,2.91,49.9,High
1769,46,56,26,69,71,2.3,61.9,High
1770,49,61,74,64,44,3.65,55.2,High
1771,84,47,99,83,50,2.63,67.9,Low
1772,56,57,50,83,64,2.91,66.8,High
1773,65,58,93,45,86,2.86,69.5,Low
1774,60,45,38,51,95,3.55,67.6,Low
1775,67,76,47,76,59,2.96,65.4,Low
1776,97,88,47,72,65,3.58,70.8,Low
1777,85,60,38,52,73,2.15,63.1,Medium
1778,41,33,39,71,60,2.38,56.6,High
1779,99,66,32,37,57,3.1,53.6,Medium
1780,93,46,96,54,55,3.89,61.7,Medium
1781,82,68,62,31,63,2.15,55.7,Medium
1782,40,77,30,70,76,2.09,66.1,High
1783,90,75,67,29,85,2.31,65.9,Medium
1784,92,77,34,71,49,3.28,61.2,Medium
1785,75,68,36,53,29,2.8,45.4,High
1786,90,33,73,86,80,3.65,77.4,Low
1787,65,59,69,58,82,2.14,69.5,Medium
1788,68,59,47,27,55,2.39,47.5,High
1789,60,51,23,48,73,2.6,57.0,Medium
